"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"GeneralInjury"	"ReducedInjuryTypes"
"4039"	Dec 27, 2014	Missed 1 game (illness).	MATT	HENDRICKS	WINNIPEG	JETS	1	TRUE	illness	FALSE	1947	0	12	23	2014	12	27	2014	4	cold/virus	illness
"5803"	Feb 18, 2015	Missed 2 games (bruised foot).	MATT	HENDRICKS	WINNIPEG	JETS	2	TRUE	bruised foot	FALSE	1948	0	2	14	2015	2	18	2015	4	foot	foot
"143"	Apr 02, 2015	Missed 3 games (back spasms).	MATT	HENDRICKS	WINNIPEG	JETS	3	TRUE	back spasms	FALSE	1949	0	3	27	2015	4	02	2015	6	back	mid body
"14316"	Nov 03, 2015	Missed 6 games (foot injury).	MATT	HENDRICKS	WINNIPEG	JETS	6	TRUE	foot injury	FALSE	1950	0	10	19	2015	11	03	2015	15	foot	foot
"15096"	Nov 14, 2015	Missed 3 games (undisclosed).	MATT	HENDRICKS	WINNIPEG	JETS	3	TRUE	undisclosed	FALSE	1951	0	11	08	2015	11	14	2015	6	undisclosed	undisclosed
"12328"	Mar 14, 2016	Missed 1 game (undisclosed).	MATT	HENDRICKS	WINNIPEG	JETS	1	TRUE	undisclosed	FALSE	1952	0	3	12	2016	3	14	2016	2	undisclosed	undisclosed
"15496"	Nov 19, 2016	Missed 18 games (lower body injury).	MATT	HENDRICKS	WINNIPEG	JETS	18	TRUE	lower body injury	FALSE	1953	0	10	11	2016	11	19	2016	39	lower body	lower body
"18186"	Oct 25, 2017	Missed 7 games (lower body injury).	MATT	HENDRICKS	WINNIPEG	JETS	7	TRUE	lower body injury	FALSE	1954	0	10	02	2017	10	25	2017	23	lower body	lower body
"5322"	Feb 11, 2018	Missed 2 games (upper body injury).	MATT	HENDRICKS	WINNIPEG	JETS	2	TRUE	upper body injury	FALSE	1955	0	2	05	2018	2	11	2018	6	upper body	upper body
"6125"	Feb 22, 2018	Missed 6 games (concussion).	MICHAEL	HUTCHINSON	WINNIPEG	JETS	6	TRUE	concussion	FALSE	1956	0	2	08	2018	2	22	2018	14	concussion	concussion
"8607"	Jan 21, 2010	Missed 14 games (knee injury).	DMITRY	KULIKOV	WINNIPEG	JETS	14	TRUE	knee injury	FALSE	1957	0	12	20	2009	1	21	2010	32	knee	leg
"8913"	Jan 25, 2011	Missed 2 games (rib injury).	DMITRY	KULIKOV	WINNIPEG	JETS	2	TRUE	rib injury	FALSE	1958	0	1	21	2011	1	25	2011	4	rib	mid body
"6652"	Feb 27, 2011	Missed 7 games (bruised ankle).	DMITRY	KULIKOV	WINNIPEG	JETS	7	TRUE	bruised ankle	FALSE	1959	0	2	13	2011	2	27	2011	14	ankle	foot
"15886"	Nov 25, 2011	Missed 1 game (lower body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	1	TRUE	lower body injury	FALSE	1960	0	11	23	2011	11	25	2011	2	lower body	lower body
"12503"	Mar 17, 2012	Missed 23 games (knee surgery).	DMITRY	KULIKOV	WINNIPEG	JETS	23	TRUE	knee surgery	FALSE	1961	0	1	24	2012	3	17	2012	53	knee	leg
"12933"	Mar 23, 2013	Missed 10 games (wrist injury).	DMITRY	KULIKOV	WINNIPEG	JETS	10	TRUE	wrist injury	FALSE	1962	0	3	03	2013	3	23	2013	20	wrist	arm/hand
"1904"	Apr 27, 2013	Missed the last 3 regular season games (upper body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	3	TRUE	upper body injury	TRUE	1963	0	4	23	2013	4	27	2013	4	upper body	upper body
"15563"	Nov 20, 2014	Missed 4 games (sprained left knee).	DMITRY	KULIKOV	WINNIPEG	JETS	4	TRUE	sprained left knee	FALSE	1964	0	11	11	2014	11	20	2014	9	knee	leg
"7758"	Jan 11, 2015	Missed 1 game (flu).	DMITRY	KULIKOV	WINNIPEG	JETS	1	TRUE	flu	FALSE	1965	0	1	09	2015	1	11	2015	2	cold/virus	illness
"2455"	Dec 04, 2015	Missed 8 games (leg injury).	DMITRY	KULIKOV	WINNIPEG	JETS	8	TRUE	leg injury	FALSE	1966	0	11	16	2015	12	04	2015	18	leg	leg
"17582"	Oct 16, 2016	Missed 1 game (lower body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	1	TRUE	lower body injury	FALSE	1967	0	10	13	2016	10	16	2016	3	lower body	lower body
"2831"	Dec 09, 2016	Missed 13 games (back injury).	DMITRY	KULIKOV	WINNIPEG	JETS	13	TRUE	back injury	FALSE	1968	0	11	11	2016	12	09	2016	28	back	mid body
"8880"	Jan 24, 2017	Missed 12 games (lower body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	12	TRUE	lower body injury	FALSE	1969	0	12	29	2016	1	24	2017	26	lower body	lower body
"13120"	Mar 25, 2017	Missed 9 games (upper body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	9	TRUE	upper body injury	FALSE	1970	0	3	05	2017	3	25	2017	20	upper body	upper body
"18250"	Oct 26, 2017	Missed 2 games (lower body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	2	TRUE	lower body injury	FALSE	1971	0	10	17	2017	10	26	2017	9	lower body	lower body
"4618"	Feb 02, 2018	Missed 3 games (concussion).	DMITRY	KULIKOV	WINNIPEG	JETS	3	TRUE	concussion	FALSE	1972	0	1	25	2018	2	02	2018	8	concussion	concussion
"8886"	Jan 24, 2017	Missed 8 games (concussion).	PATRIK	LAINE	WINNIPEG	JETS	8	TRUE	concussion	FALSE	1973	0	1	08	2017	1	24	2017	16	concussion	concussion
"13340"	Mar 28, 2017	Missed 1 game (illness).	PATRIK	LAINE	WINNIPEG	JETS	1	TRUE	illness	FALSE	1974	0	3	26	2017	3	28	2017	2	cold/virus	illness
"7983"	Jan 14, 2009	Missed 3 games (bruised ribs).	BRYAN	LITTLE	WINNIPEG	JETS	3	TRUE	bruised ribs	FALSE	1975	0	1	06	2009	1	14	2009	8	rib	mid body
"15442"	Nov 19, 2009	Missed 2 games (groin).	BRYAN	LITTLE	WINNIPEG	JETS	2	TRUE	groin	FALSE	1976	0	11	15	2009	11	19	2009	4	groin	lower body
"14994"	Nov 13, 2010	Missed 6 games (facial injury).	BRYAN	LITTLE	WINNIPEG	JETS	6	TRUE	facial injury	FALSE	1977	0	10	30	2010	11	13	2010	14	face	head/neck/face
"7383"	Jan 07, 2012	Missed 8 games (foot injury).	BRYAN	LITTLE	WINNIPEG	JETS	8	TRUE	foot injury	FALSE	1978	0	12	20	2011	1	07	2012	18	foot	foot
"13556"	Mar 31, 2015	Missed 11 games (upper body injury).	BRYAN	LITTLE	WINNIPEG	JETS	11	TRUE	upper body injury	FALSE	1979	0	3	06	2015	3	31	2015	25	upper body	upper body
"813"	Apr 09, 2016	Missed the last 25 regular season games (upper body injury).	BRYAN	LITTLE	WINNIPEG	JETS	25	TRUE	upper body injury	TRUE	1980	0	2	20	2016	4	09	2016	49	upper body	upper body
"16263"	Nov 29, 2016	Missed 23 games (lower body injury).	BRYAN	LITTLE	WINNIPEG	JETS	23	TRUE	lower body injury	FALSE	1981	0	10	15	2016	11	29	2016	45	lower body	lower body
"18027"	Oct 23, 2015	Missed 3 games (illness).	JOE	MORROW	WINNIPEG	JETS	3	TRUE	illness	FALSE	1982	0	10	13	2015	10	23	2015	10	cold/virus	illness
"6902"	Jan 01, 2011	Missed 2 games (flu).	TYLER	MYERS	WINNIPEG	JETS	2	TRUE	flu	FALSE	1983	0	12	27	2010	1	01	2011	5	cold/virus	illness
"7283"	Jan 06, 2012	Missed 19 games (broken wrist).	TYLER	MYERS	WINNIPEG	JETS	19	TRUE	broken wrist	FALSE	1984	0	11	23	2011	1	06	2012	44	wrist	arm/hand
"562"	Apr 07, 2012	Missed the last 4 regular season games (bruised foot).	TYLER	MYERS	WINNIPEG	JETS	4	TRUE	bruised foot	TRUE	1985	0	3	31	2012	4	07	2012	7	foot	foot
"1857"	Apr 26, 2013	Missed the last 7 regular season games (broken leg).	TYLER	MYERS	WINNIPEG	JETS	7	TRUE	broken leg	TRUE	1986	0	4	12	2013	4	26	2013	14	leg	leg
"6357"	Feb 25, 2014	Missed 2 games (lower body injury).	TYLER	MYERS	WINNIPEG	JETS	2	TRUE	lower body injury	FALSE	1987	0	2	05	2014	2	25	2014	20	lower body	lower body
"13098"	Mar 25, 2014	Missed 5 games (elbow injury).	TYLER	MYERS	WINNIPEG	JETS	5	TRUE	elbow injury	FALSE	1988	0	3	15	2014	3	25	2014	10	elbow	arm/hand
"1256"	Apr 13, 2014	Missed the last 10 regular season games (upper body injury).	TYLER	MYERS	WINNIPEG	JETS	10	TRUE	upper body injury	TRUE	1989	0	3	27	2014	4	13	2014	17	upper body	upper body
"16153"	Nov 28, 2014	Missed 1 game (lower body injury).	TYLER	MYERS	WINNIPEG	JETS	1	TRUE	lower body injury	FALSE	1990	0	11	26	2014	11	28	2014	2	lower body	lower body
"7209"	Jan 05, 2015	Missed 7 games (lower body injury).	TYLER	MYERS	WINNIPEG	JETS	7	TRUE	lower body injury	FALSE	1991	0	12	21	2014	1	05	2015	15	lower body	lower body
"12521"	Mar 17, 2015	Missed 1 game (upper body injury).	TYLER	MYERS	WINNIPEG	JETS	1	TRUE	upper body injury	FALSE	1992	0	3	14	2015	3	17	2015	3	upper body	upper body
"832"	Apr 09, 2016	Missed the last 9 regular season games (knee injury).	TYLER	MYERS	WINNIPEG	JETS	9	TRUE	knee injury	TRUE	1993	0	3	24	2016	4	09	2016	16	knee	leg
"14678"	Nov 08, 2016	Missed 5 games (lower body injury).	TYLER	MYERS	WINNIPEG	JETS	5	TRUE	lower body injury	FALSE	1994	0	10	30	2016	11	08	2016	9	lower body	lower body
"720"	Apr 08, 2017	Missed the last 66 regular season games (lower body injury).	TYLER	MYERS	WINNIPEG	JETS	66	TRUE	lower body injury	TRUE	1995	0	11	13	2016	4	08	2017	146	lower body	lower body
"2924"	Dec 11, 2009	Missed 1 game (food poisoning).	MATHIEU	PERREAULT	WINNIPEG	JETS	1	TRUE	food poisoning	FALSE	1996	0	12	09	2009	12	11	2009	2	cold/virus	illness
"6901"	Jan 01, 2011	Missed 1 game (broken nose).	MATHIEU	PERREAULT	WINNIPEG	JETS	1	TRUE	broken nose	FALSE	1997	0	12	28	2010	1	01	2011	4	face	head/neck/face
"7382"	Jan 07, 2012	Missed 4 games (upper body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	4	TRUE	upper body injury	FALSE	1998	0	12	28	2011	1	07	2012	10	upper body	upper body
"18436"	Oct 29, 2013	Missed 1 game (sprained left wrist).	MATHIEU	PERREAULT	WINNIPEG	JETS	1	TRUE	sprained left wrist	FALSE	1999	0	10	27	2013	10	29	2013	2	wrist	arm/hand
"15376"	Nov 18, 2013	Missed 1 game (flu).	MATHIEU	PERREAULT	WINNIPEG	JETS	1	TRUE	flu	FALSE	2000	0	11	15	2013	11	18	2013	3	cold/virus	illness
"3246"	Dec 15, 2013	Missed 4 games (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	4	TRUE	lower body injury	FALSE	2001	0	12	04	2013	12	15	2013	11	lower body	lower body
"8637"	Jan 21, 2014	Missed 1 game (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	1	TRUE	lower body injury	FALSE	2002	0	1	18	2014	1	21	2014	3	lower body	lower body
"12153"	Mar 12, 2014	Missed 4 games (arm injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	4	TRUE	arm injury	FALSE	2003	0	3	02	2014	3	12	2014	10	arm	arm/hand
"13660"	May 03, 2014	Missed the last playoff game (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	0	TRUE	lower body injury	TRUE	2004	0	4	27	2014	5	03	2014	6	lower body	lower body
"13841"	May 12, 2014	Missed the last playoff game (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	0	TRUE	lower body injury	TRUE	2005	0	5	10	2014	5	12	2014	2	lower body	lower body
"16154"	Nov 28, 2014	Missed 1 game (upper body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	1	TRUE	upper body injury	FALSE	2006	0	11	26	2014	11	28	2014	2	upper body	upper body
"9119"	Jan 27, 2015	Missed 2 games (upper body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	2	TRUE	upper body injury	FALSE	2007	0	1	17	2015	1	27	2015	10	upper body	upper body
"13315"	Mar 28, 2015	Missed 16 games (left leg injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	16	TRUE	left leg injury	FALSE	2008	0	2	18	2015	3	28	2015	38	leg	leg
"1559"	Apr 18, 2015	Missed the last regular season and first playoff games (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	2	TRUE	lower body injury	TRUE	2009	0	4	10	2015	4	18	2015	8	lower body	lower body
"4584"	Feb 02, 2016	Missed 1 game (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	1	TRUE	lower body injury	FALSE	2010	0	1	26	2016	2	02	2016	7	lower body	lower body
"797"	Apr 09, 2016	Missed the last 10 regular season games (concussion).	MATHIEU	PERREAULT	WINNIPEG	JETS	10	TRUE	concussion	TRUE	2011	0	3	22	2016	4	09	2016	18	concussion	concussion
"2230"	Dec 01, 2016	Missed 14 games (upper body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	14	TRUE	upper body injury	FALSE	2012	0	11	04	2016	12	01	2016	27	upper body	upper body
"4603"	Feb 02, 2017	Missed 3 games (upper body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	3	TRUE	upper body injury	FALSE	2013	0	1	24	2017	2	02	2017	9	upper body	upper body
"15271"	Nov 16, 2017	Missed 12 games (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	12	TRUE	lower body injury	FALSE	2014	0	10	16	2017	11	16	2017	31	lower body	lower body
"1055"	Apr 11, 2014	Missed the last 19 regular season games (sprained mcl).	MARK	SCHEIFELE	WINNIPEG	JETS	19	TRUE	sprained mcl	TRUE	2015	0	3	05	2014	4	11	2014	37	knee	leg
"7084"	Jan 03, 2016	Missed 4 games (concussion).	MARK	SCHEIFELE	WINNIPEG	JETS	4	TRUE	concussion	FALSE	2016	0	12	27	2015	1	03	2016	7	concussion	concussion
"9031"	Jan 26, 2016	Missed 7 games (lower body injury).	MARK	SCHEIFELE	WINNIPEG	JETS	7	TRUE	lower body injury	FALSE	2017	0	1	10	2016	1	26	2016	16	lower body	lower body
"2743"	Dec 08, 2016	Missed 3 games (lower body injury).	MARK	SCHEIFELE	WINNIPEG	JETS	3	TRUE	lower body injury	FALSE	2018	0	12	03	2016	12	08	2016	5	lower body	lower body
"5062"	Feb 08, 2018	Missed 16 games (upper body injury).	MARK	SCHEIFELE	WINNIPEG	JETS	16	TRUE	upper body injury	FALSE	2019	0	12	28	2017	2	08	2018	42	upper body	upper body
"6049"	Feb 22, 2008	Missed 15 games (appendicitis and groin).	PAUL	STASTNY	WINNIPEG	JETS	15	TRUE	appendicitis and groin	FALSE	2020	0	1	17	2008	2	22	2008	36	groin	lower body
"12846"	Mar 22, 2008	Missed 1 game (flu).	PAUL	STASTNY	WINNIPEG	JETS	1	TRUE	flu	FALSE	2021	0	3	20	2008	3	22	2008	2	cold/virus	illness
"13600"	May 01, 2008	Missed Game 4 of Round Two against the Detroit Red Wings (knee injury).	PAUL	STASTNY	WINNIPEG	JETS	1	TRUE	knee injury	FALSE	2022	0	4	30	2008	5	01	2008	1	knee	leg
"6216"	Feb 24, 2009	Missed 26 games (broken left arm).	PAUL	STASTNY	WINNIPEG	JETS	26	TRUE	broken left arm	FALSE	2023	0	12	24	2008	2	24	2009	62	arm	arm/hand
"1141"	Apr 12, 2009	Missed the last 11 games of the regular season (foot injury).	PAUL	STASTNY	WINNIPEG	JETS	11	TRUE	foot injury	TRUE	2024	0	3	19	2009	4	12	2009	24	foot	foot
"3569"	Dec 19, 2010	Missed 1 game (back injury).	PAUL	STASTNY	WINNIPEG	JETS	1	TRUE	back injury	FALSE	2025	0	12	17	2010	12	19	2010	2	back	mid body
"7274"	Jan 06, 2011	Missed 1 game (flu).	PAUL	STASTNY	WINNIPEG	JETS	1	TRUE	flu	FALSE	2026	0	1	04	2011	1	06	2011	2	cold/virus	illness
"12431"	Mar 16, 2011	Missed 1 game (back injury).	PAUL	STASTNY	WINNIPEG	JETS	1	TRUE	back injury	FALSE	2027	0	3	12	2011	3	16	2011	4	back	mid body
"931"	Apr 10, 2011	Missed the last 5 regular season games (right leg injury).	PAUL	STASTNY	WINNIPEG	JETS	5	TRUE	right leg injury	TRUE	2028	0	4	03	2011	4	10	2011	7	leg	leg
"3078"	Dec 13, 2011	Missed 3 games (upper body injury).	PAUL	STASTNY	WINNIPEG	JETS	3	TRUE	upper body injury	FALSE	2029	0	12	06	2011	12	13	2011	7	upper body	upper body
"942"	Apr 10, 2013	Missed 8 games (foot injury).	PAUL	STASTNY	WINNIPEG	JETS	8	TRUE	foot injury	FALSE	2030	0	3	27	2013	4	10	2013	14	foot	foot
"16298"	Nov 30, 2013	Missed 2 games (back spasms).	PAUL	STASTNY	WINNIPEG	JETS	2	TRUE	back spasms	FALSE	2031	0	11	27	2013	11	30	2013	3	back	mid body
"8296"	Jan 17, 2014	Missed 2 games (leg injury).	PAUL	STASTNY	WINNIPEG	JETS	2	TRUE	leg injury	FALSE	2032	0	1	14	2014	1	17	2014	3	leg	leg
"4736"	Feb 04, 2014	Missed 2 games (ankle injury).	PAUL	STASTNY	WINNIPEG	JETS	2	TRUE	ankle injury	FALSE	2033	0	2	01	2014	2	04	2014	3	ankle	foot
"12584"	Mar 18, 2014	Missed 4 games (back injury).	PAUL	STASTNY	WINNIPEG	JETS	4	TRUE	back injury	FALSE	2034	0	3	10	2014	3	18	2014	8	back	mid body
"12808"	Mar 21, 2014	Missed 1 game (back injury).	PAUL	STASTNY	WINNIPEG	JETS	1	TRUE	back injury	FALSE	2035	0	3	19	2014	3	21	2014	2	back	mid body
"14540"	Nov 06, 2014	Missed 8 games (sprained left shoulder).	PAUL	STASTNY	WINNIPEG	JETS	8	TRUE	sprained left shoulder	FALSE	2036	0	10	19	2014	11	06	2014	18	shoulder	upper body
"15768"	Nov 23, 2015	Missed 16 games (broken foot).	PAUL	STASTNY	WINNIPEG	JETS	16	TRUE	broken foot	FALSE	2037	0	10	17	2015	11	23	2015	37	foot	foot
"8038"	Jan 14, 2016	Missed 2 games (upper body injury).	PAUL	STASTNY	WINNIPEG	JETS	2	TRUE	upper body injury	FALSE	2038	0	1	09	2016	1	14	2016	5	upper body	upper body
"4071"	Dec 27, 2016	Missed 1 game (upper body injury).	PAUL	STASTNY	WINNIPEG	JETS	1	TRUE	upper body injury	FALSE	2039	0	12	22	2016	12	27	2016	5	upper body	upper body
"5949"	Feb 20, 2017	Missed 4 games (lower body injury).	PAUL	STASTNY	WINNIPEG	JETS	4	TRUE	lower body injury	FALSE	2040	0	2	10	2017	2	20	2017	10	lower body	lower body
"1741"	Apr 22, 2017	Missed the last 10 regular season and first 4 playoff games (lower body injury).	PAUL	STASTNY	WINNIPEG	JETS	14	TRUE	lower body injury	TRUE	2041	0	3	22	2017	4	22	2017	31	lower body	lower body
"8452"	Jan 19, 2012	Missed 2 games (throat).	BLAKE	WHEELER	WINNIPEG	JETS	2	TRUE	throat	FALSE	2042	0	1	16	2012	1	19	2012	3	cold/virus	illness
"11248"	Mar 01, 2015	Missed 2 games (lower body injury).	BLAKE	WHEELER	WINNIPEG	JETS	2	TRUE	lower body injury	FALSE	2043	0	2	24	2015	3	01	2015	5	lower body	lower body
"2470"	Dec 04, 2016	Missed 15 games (upper body injury).	ANDY	ANDREOFF	LOS ANGELES	KINGS	15	TRUE	upper body injury	FALSE	2044	0	11	01	2016	12	04	2016	33	upper body	upper body
"2677"	Dec 07, 2017	Missed 5 games (upper body injury).	ANDY	ANDREOFF	LOS ANGELES	KINGS	5	TRUE	upper body injury	FALSE	2045	0	11	28	2017	12	07	2017	9	upper body	upper body
"8820"	Jan 24, 2004	Missed 26 games (sprained left ankle).	DUSTIN	BROWN	LOS ANGELES	KINGS	26	TRUE	sprained left ankle	FALSE	2046	0	11	30	2003	1	24	2004	55	ankle	foot
"11702"	Mar 06, 2004	Missed 14 games (sprained right ankle).	DUSTIN	BROWN	LOS ANGELES	KINGS	14	TRUE	sprained right ankle	FALSE	2047	0	1	31	2004	3	06	2004	35	ankle	foot
"7787"	Jan 12, 2006	Missed 3 games (upper body injury).	DUSTIN	BROWN	LOS ANGELES	KINGS	3	TRUE	upper body injury	FALSE	2048	0	1	05	2006	1	12	2006	7	upper body	upper body
"2260"	Dec 02, 2006	Missed 1 game (sick).	DUSTIN	BROWN	LOS ANGELES	KINGS	1	TRUE	sick	FALSE	2049	0	11	30	2006	12	02	2006	2	cold/virus	illness
"3940"	Dec 26, 2007	Missed 2 games (sprained shoulder).	DUSTIN	BROWN	LOS ANGELES	KINGS	2	TRUE	sprained shoulder	FALSE	2050	0	12	21	2007	12	26	2007	5	shoulder	upper body
"4133"	Dec 28, 2013	Missed 1 game (flu).	DUSTIN	BROWN	LOS ANGELES	KINGS	1	TRUE	flu	FALSE	2053	0	12	23	2013	12	28	2013	5	cold/virus	illness
"12647"	Mar 19, 2014	Missed 2 games (illness).	DUSTIN	BROWN	LOS ANGELES	KINGS	2	TRUE	illness	FALSE	2054	0	3	15	2014	3	19	2014	4	cold/virus	illness
"3820"	Dec 22, 2016	Missed 2 games (upper body injury).	DUSTIN	BROWN	LOS ANGELES	KINGS	2	TRUE	upper body injury	FALSE	2055	0	12	18	2016	12	22	2016	4	upper body	upper body
"14607"	Nov 07, 2015	Missed 14 games (hand injury).	JACK	CAMPBELL	LOS ANGELES	KINGS	14	TRUE	hand injury	FALSE	2056	0	10	05	2015	11	07	2015	33	hand	arm/hand
"3541"	Dec 19, 2005	Missed 1 game (ear injury).	JEFF	CARTER	LOS ANGELES	KINGS	1	TRUE	ear injury	FALSE	2057	0	12	15	2005	12	19	2005	4	ear injury	head/neck/face
"3547"	Dec 19, 2006	Missed 20 games (left ankle injury).	JEFF	CARTER	LOS ANGELES	KINGS	20	TRUE	left ankle injury	FALSE	2058	0	11	03	2006	12	19	2006	46	ankle	foot
"645"	Apr 08, 2010	Missed 8 games (left foot injury).	JEFF	CARTER	LOS ANGELES	KINGS	8	TRUE	left foot injury	FALSE	2059	0	3	22	2010	4	08	2010	17	foot	foot
"13973"	May 22, 2010	Missed the last 11 playoff games (right foot surgery).	JEFF	CARTER	LOS ANGELES	KINGS	11	TRUE	right foot surgery	TRUE	2060	0	4	21	2010	5	22	2010	31	foot	foot
"11621"	Mar 05, 2011	Missed 1 game (flu).	JEFF	CARTER	LOS ANGELES	KINGS	1	TRUE	flu	FALSE	2061	0	3	03	2011	3	05	2011	2	cold/virus	illness
"11853"	Mar 08, 2011	Missed 1 game (flu).	JEFF	CARTER	LOS ANGELES	KINGS	1	TRUE	flu	FALSE	2062	0	3	06	2011	3	08	2011	2	cold/virus	illness
"13675"	May 04, 2011	Missed the last 5 playoff games (right knee injury).	JEFF	CARTER	LOS ANGELES	KINGS	5	TRUE	right knee injury	TRUE	2063	0	4	22	2011	5	04	2011	12	knee	leg
"14927"	Nov 12, 2011	Missed 10 games (fractured right foot).	JEFF	CARTER	LOS ANGELES	KINGS	10	TRUE	fractured right foot	FALSE	2064	0	10	18	2011	11	12	2011	25	foot	foot
"2566"	Dec 06, 2011	Missed 1 game (lower body injury).	JEFF	CARTER	LOS ANGELES	KINGS	1	TRUE	lower body injury	FALSE	2065	0	12	02	2011	12	06	2011	4	lower body	lower body
"4570"	Feb 02, 2012	Missed 10 games (separated right shoulder).	JEFF	CARTER	LOS ANGELES	KINGS	10	TRUE	separated right shoulder	FALSE	2066	0	1	10	2012	2	02	2012	23	shoulder	upper body
"1033"	Apr 11, 2012	Missed the last 5 regular season games (ankle injury).	JEFF	CARTER	LOS ANGELES	KINGS	5	TRUE	ankle injury	TRUE	2067	0	3	30	2012	4	11	2012	12	ankle	foot
"15898"	Nov 25, 2013	Missed 10 games (lower body injury).	JEFF	CARTER	LOS ANGELES	KINGS	10	TRUE	lower body injury	FALSE	2068	0	11	01	2013	11	25	2013	24	lower body	lower body
"7415"	Jan 07, 2016	Missed 5 games (upper body injury).	JEFF	CARTER	LOS ANGELES	KINGS	5	TRUE	upper body injury	FALSE	2069	0	12	28	2015	1	07	2016	10	upper body	upper body
"6308"	Feb 24, 2018	Missed 55 games (ankle injury).	JEFF	CARTER	LOS ANGELES	KINGS	55	TRUE	ankle injury	FALSE	2070	0	10	19	2017	2	24	2018	128	ankle	foot
"12985"	Mar 24, 2011	Missed 2 games (head injury).	KYLE	CLIFFORD	LOS ANGELES	KINGS	2	TRUE	head injury	FALSE	2071	0	3	19	2011	3	24	2011	5	head	head/neck/face
"13893"	May 15, 2012	Missed the last 9 playoff games (concussion).	KYLE	CLIFFORD	LOS ANGELES	KINGS	9	TRUE	concussion	TRUE	2072	0	4	13	2012	5	15	2012	32	concussion	concussion
"13964"	May 21, 2013	Missed the last 4 playoff games (undisclosed).	KYLE	CLIFFORD	LOS ANGELES	KINGS	4	TRUE	undisclosed	TRUE	2073	0	5	10	2013	5	21	2013	11	undisclosed	undisclosed
"15756"	Nov 23, 2013	Missed 6 games (upper body injury).	KYLE	CLIFFORD	LOS ANGELES	KINGS	6	TRUE	upper body injury	FALSE	2074	0	11	12	2013	11	23	2013	11	upper body	upper body
"2946"	Dec 11, 2014	Missed 1 game (flu).	KYLE	CLIFFORD	LOS ANGELES	KINGS	1	TRUE	flu	FALSE	2075	0	12	09	2014	12	11	2014	2	cold/virus	illness
"4754"	Feb 04, 2016	Missed 24 games (upper body injury).	KYLE	CLIFFORD	LOS ANGELES	KINGS	24	TRUE	upper body injury	FALSE	2076	0	12	08	2015	2	04	2016	58	upper body	upper body
"4184"	Dec 28, 2016	Missed 3 games (upper body injury).	KYLE	CLIFFORD	LOS ANGELES	KINGS	3	TRUE	upper body injury	FALSE	2077	0	12	20	2016	12	28	2016	8	upper body	upper body
"3052"	Dec 12, 2017	Missed 28 games (upper body injury).	KYLE	CLIFFORD	LOS ANGELES	KINGS	28	TRUE	upper body injury	FALSE	2078	0	10	12	2017	12	12	2017	61	upper body	upper body
"4197"	Dec 28, 2017	Missed 3 games (undisclosed).	KYLE	CLIFFORD	LOS ANGELES	KINGS	3	TRUE	undisclosed	FALSE	2079	0	12	18	2017	12	28	2017	10	undisclosed	undisclosed
"8257"	Jan 17, 2009	Missed 1 game (thigh injury).	DREW	DOUGHTY	LOS ANGELES	KINGS	1	TRUE	thigh injury	FALSE	2080	0	1	15	2009	1	17	2009	2	thigh	leg
"14364"	Nov 04, 2010	Missed 6 games (concussion).	DREW	DOUGHTY	LOS ANGELES	KINGS	6	TRUE	concussion	FALSE	2081	0	10	21	2010	11	04	2010	14	concussion	concussion
"18429"	Oct 29, 2011	Missed 4 games (upper body injury).	DREW	DOUGHTY	LOS ANGELES	KINGS	4	TRUE	upper body injury	FALSE	2082	0	10	16	2011	10	29	2011	13	upper body	upper body
"1455"	Apr 16, 2014	Missed the last 4 regular season games (bruised left shoulder).	DREW	DOUGHTY	LOS ANGELES	KINGS	4	TRUE	bruised left shoulder	TRUE	2083	0	4	05	2014	4	16	2014	11	shoulder	upper body
"14149"	Nov 01, 2014	Missed 5 games (illness).	CHRISTIAN	FOLIN	LOS ANGELES	KINGS	5	TRUE	illness	FALSE	2084	0	10	23	2014	11	01	2014	9	cold/virus	illness
