"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"InjuryIndicator"	"InjuryStateDate"	"YearsSince2000"
"394.1"	Apr 12, 2012	Missed the last 22 regular season games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2012	4	12	22	TRUE	concussion	TRUE	3794	0	2	21	2012	4	12	2012	4406400	1329825600	1334232000	NA	NA	JONATHAN TOEWS	1	720	2	1334232000	12.2876712328767
"518"	Apr 17, 2014	Missed the last 6 regular season games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2014	4	17	6	TRUE	upper body injury	TRUE	3795	0	4	02	2014	4	17	2014	1296000	1396440000	1397736000	upper body	upper body	JONATHAN TOEWS	1	953	1	1396440000	14.2602739726027
"518.1"	Apr 17, 2014	Missed the last 6 regular season games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2014	4	17	6	TRUE	upper body injury	TRUE	3796	0	4	02	2014	4	17	2014	1296000	1396440000	1397736000	NA	NA	JONATHAN TOEWS	1	953	2	1397736000	14.3013698630137
"913"	Dec 13, 2016	Missed 9 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2016	12	13	9	TRUE	upper body injury	FALSE	3797	0	11	25	2016	12	13	2016	1555200	1480075200	1481630400	upper body	upper body	JONATHAN TOEWS	1	NA	1	1480075200	16.9123287671233
"913.1"	Dec 13, 2016	Missed 9 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2016	12	13	9	TRUE	upper body injury	FALSE	3798	0	11	25	2016	12	13	2016	1555200	1480075200	1481630400	NA	NA	JONATHAN TOEWS	1	NA	2	1481630400	16.9616438356164
"4068"	Oct 28, 2015	Missed 5 games (lower body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2015	10	28	5	TRUE	lower body injury	FALSE	3799	0	10	16	2015	10	28	2015	1036800	1444996800	1446033600	lower body	lower body	JOONAS DONSKOI	0	150	1	1444996800	15.8
"4068.1"	Oct 28, 2015	Missed 5 games (lower body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2015	10	28	5	TRUE	lower body injury	FALSE	3800	0	10	16	2015	10	28	2015	1036800	1444996800	1446033600	NA	NA	JOONAS DONSKOI	0	150	2	1446033600	15.8328767123288
"3033"	Mar 28, 2016	Missed 1 game (undisclosed).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2016	3	28	1	TRUE	undisclosed	FALSE	3801	0	3	26	2016	3	28	2016	172800	1458993600	1459166400	undisclosed	undisclosed	JOONAS DONSKOI	1	292	1	1458993600	16.2438356164384
"3033.1"	Mar 28, 2016	Missed 1 game (undisclosed).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2016	3	28	1	TRUE	undisclosed	FALSE	3802	0	3	26	2016	3	28	2016	172800	1458993600	1459166400	NA	NA	JOONAS DONSKOI	1	292	2	1459166400	16.2493150684931
"2201"	Jan 19, 2017	Missed 3 games (upper body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2017	1	19	3	TRUE	upper body injury	FALSE	3803	0	1	14	2017	1	19	2017	432000	1484395200	1484827200	upper body	upper body	JOONAS DONSKOI	1	5	1	1484395200	17.0493150684932
"2201.1"	Jan 19, 2017	Missed 3 games (upper body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2017	1	19	3	TRUE	upper body injury	FALSE	3804	0	1	14	2017	1	19	2017	432000	1484395200	1484827200	NA	NA	JOONAS DONSKOI	1	5	2	1484827200	17.0630136986301
"2535"	Mar 04, 2017	Missed 15 games (upper body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2017	3	04	15	TRUE	upper body injury	FALSE	3805	0	1	24	2017	3	04	2017	3369600	1485259200	1488628800	upper body	upper body	JOONAS DONSKOI	1	272	1	1485259200	17.0767123287671
"2535.1"	Mar 04, 2017	Missed 15 games (upper body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2017	3	04	15	TRUE	upper body injury	FALSE	3806	0	1	24	2017	3	04	2017	3369600	1485259200	1488628800	NA	NA	JOONAS DONSKOI	1	272	2	1488628800	17.1835616438356
"933"	Dec 14, 2017	Missed 6 games (lower body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2017	12	14	6	TRUE	lower body injury	FALSE	3807	0	12	01	2017	12	14	2017	1123200	1512129600	1513252800	lower body	lower body	JOONAS DONSKOI	1	38	1	1512129600	17.9287671232877
"933.1"	Dec 14, 2017	Missed 6 games (lower body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2017	12	14	6	TRUE	lower body injury	FALSE	3808	0	12	01	2017	12	14	2017	1123200	1512129600	1513252800	NA	NA	JOONAS DONSKOI	1	38	2	1513252800	17.9643835616438
"2323"	Jan 25, 2018	Missed 2 games (flu).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2018	1	25	2	TRUE	flu	FALSE	3809	0	1	21	2018	1	25	2018	345600	1516536000	1516881600	illness	illness	JOONAS DONSKOI	1	NA	1	1516536000	18.0684931506849
"2323.1"	Jan 25, 2018	Missed 2 games (flu).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2018	1	25	2	TRUE	flu	FALSE	3810	0	1	21	2018	1	25	2018	345600	1516536000	1516881600	NA	NA	JOONAS DONSKOI	1	NA	2	1516881600	18.0794520547945
"4117"	Oct 31, 2016	Missed 7 games (groin).	JOONAS	KORPISALO	COLUMBUS	BLUEJACKETS	2016	10	31	7	TRUE	groin	FALSE	3811	0	10	11	2016	10	31	2016	1728000	1476187200	1477915200	lower body	lower body	JOONAS KORPISALO	0	NA	1	1476187200	16.7890410958904
"4117.1"	Oct 31, 2016	Missed 7 games (groin).	JOONAS	KORPISALO	COLUMBUS	BLUEJACKETS	2016	10	31	7	TRUE	groin	FALSE	3812	0	10	11	2016	10	31	2016	1728000	1476187200	1477915200	NA	NA	JOONAS KORPISALO	0	NA	2	1477915200	16.8438356164384
"1357"	Feb 04, 2011	Missed 13 games (sprained left ankle).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2011	2	04	13	TRUE	sprained left ankle	FALSE	3813	0	1	04	2011	2	04	2011	2678400	1294142400	1296820800	foot	foot	JORDAN EBERLE	0	340	1	1294142400	11.0164383561644
"1357.1"	Feb 04, 2011	Missed 13 games (sprained left ankle).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2011	2	04	13	TRUE	sprained left ankle	FALSE	3814	0	1	04	2011	2	04	2011	2678400	1294142400	1296820800	NA	NA	JORDAN EBERLE	0	340	2	1296820800	11.1013698630137
"2191"	Jan 19, 2012	Missed 4 games (knee injury).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2012	1	19	4	TRUE	knee injury	FALSE	3815	0	1	10	2012	1	19	2012	777600	1326196800	1326974400	leg	leg	JORDAN EBERLE	1	715	1	1326196800	12.0328767123288
"2191.1"	Jan 19, 2012	Missed 4 games (knee injury).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2012	1	19	4	TRUE	knee injury	FALSE	3816	0	1	10	2012	1	19	2012	777600	1326196800	1326974400	NA	NA	JORDAN EBERLE	1	715	2	1326974400	12.0575342465753
"1897"	Jan 05, 2014	Missed 1 game (knee injury).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2014	1	05	1	TRUE	knee injury	FALSE	3817	0	1	03	2014	1	05	2014	172800	1388750400	1388923200	leg	leg	JORDAN EBERLE	1	74	1	1388750400	14.0164383561644
"1897.1"	Jan 05, 2014	Missed 1 game (knee injury).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2014	1	05	1	TRUE	knee injury	FALSE	3818	0	1	03	2014	1	05	2014	172800	1388750400	1388923200	NA	NA	JORDAN EBERLE	1	74	2	1388923200	14.0219178082192
"2911"	Mar 22, 2014	Missed 1 game (sprained knee).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2014	3	22	1	TRUE	sprained knee	FALSE	3819	0	3	20	2014	3	22	2014	172800	1395316800	1395489600	leg	leg	JORDAN EBERLE	1	206	1	1395316800	14.2246575342466
"2911.1"	Mar 22, 2014	Missed 1 game (sprained knee).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2014	3	22	1	TRUE	sprained knee	FALSE	3820	0	3	20	2014	3	22	2014	172800	1395316800	1395489600	NA	NA	JORDAN EBERLE	1	206	2	1395489600	14.2301369863014
"3878"	Oct 15, 2014	Missed 1 game (undisclosed).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2014	10	15	1	TRUE	undisclosed	FALSE	3821	0	10	14	2014	10	15	2014	86400	1413288000	1413374400	undisclosed	undisclosed	JORDAN EBERLE	1	350	1	1413288000	14.7945205479452
"3878.1"	Oct 15, 2014	Missed 1 game (undisclosed).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2014	10	15	1	TRUE	undisclosed	FALSE	3822	0	10	14	2014	10	15	2014	86400	1413288000	1413374400	NA	NA	JORDAN EBERLE	1	350	2	1413374400	14.7972602739726
"3346"	Nov 06, 2015	Missed 13 games (shoulder injury).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2015	11	06	13	TRUE	shoulder injury	FALSE	3823	0	9	30	2015	11	06	2015	3196800	1443614400	1446811200	upper body	upper body	JORDAN EBERLE	1	NA	1	1443614400	15.7561643835616
"3346.1"	Nov 06, 2015	Missed 13 games (shoulder injury).	JORDAN	EBERLE	NEW YORK	ISLANDERS	2015	11	06	13	TRUE	shoulder injury	FALSE	3824	0	9	30	2015	11	06	2015	3196800	1443614400	1446811200	NA	NA	JORDAN EBERLE	1	NA	2	1446811200	15.8575342465753
"3940"	Oct 20, 2015	Missed 1 game (lower body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2015	10	20	1	TRUE	lower body injury	FALSE	3825	0	10	17	2015	10	20	2015	259200	1445083200	1445342400	lower body	lower body	JORDAN MARTINOOK	0	445	1	1445083200	15.8027397260274
"3940.1"	Oct 20, 2015	Missed 1 game (lower body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2015	10	20	1	TRUE	lower body injury	FALSE	3826	0	10	17	2015	10	20	2015	259200	1445083200	1445342400	NA	NA	JORDAN MARTINOOK	0	445	2	1445342400	15.8109589041096
"2131"	Jan 16, 2017	Missed 3 games (upper body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2017	1	16	3	TRUE	upper body injury	FALSE	3827	0	1	07	2017	1	16	2017	777600	1483790400	1484568000	upper body	upper body	JORDAN MARTINOOK	1	7	1	1483790400	17.0301369863014
"2131.1"	Jan 16, 2017	Missed 3 games (upper body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2017	1	16	3	TRUE	upper body injury	FALSE	3828	0	1	07	2017	1	16	2017	777600	1483790400	1484568000	NA	NA	JORDAN MARTINOOK	1	7	2	1484568000	17.0547945205479
"2346"	Jan 26, 2017	Missed 1 game (upper body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2017	1	26	1	TRUE	upper body injury	FALSE	3829	0	1	23	2017	1	26	2017	259200	1485172800	1485432000	upper body	upper body	JORDAN MARTINOOK	1	257	1	1485172800	17.0739726027397
"2346.1"	Jan 26, 2017	Missed 1 game (upper body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2017	1	26	1	TRUE	upper body injury	FALSE	3830	0	1	23	2017	1	26	2017	259200	1485172800	1485432000	NA	NA	JORDAN MARTINOOK	1	257	2	1485432000	17.0821917808219
"3851"	Oct 12, 2017	Missed 1 game (lower body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2017	10	12	1	TRUE	lower body injury	FALSE	3831	0	10	10	2017	10	12	2017	172800	1507636800	1507809600	lower body	lower body	JORDAN MARTINOOK	1	NA	1	1507636800	17.786301369863
"3851.1"	Oct 12, 2017	Missed 1 game (lower body injury).	JORDAN	MARTINOOK	ARIZONA	COYOTES	2017	10	12	1	TRUE	lower body injury	FALSE	3832	0	10	10	2017	10	12	2017	172800	1507636800	1507809600	NA	NA	JORDAN MARTINOOK	1	NA	2	1507809600	17.7917808219178
"572"	Apr 22, 2016	Missed the last 25 regular season and all 5 playoff games (herniated disc).	JORDAN	NOLAN	BUFFALO	SABRES	2016	4	22	30	TRUE	herniated disc	TRUE	3833	0	2	20	2016	4	22	2016	5356800	1455969600	1461326400	other	other	JORDAN NOLAN	0	288	1	1455969600	16.1479452054795
"572.1"	Apr 22, 2016	Missed the last 25 regular season and all 5 playoff games (herniated disc).	JORDAN	NOLAN	BUFFALO	SABRES	2016	4	22	30	TRUE	herniated disc	TRUE	3834	0	2	20	2016	4	22	2016	5356800	1455969600	1461326400	NA	NA	JORDAN NOLAN	0	288	2	1461326400	16.3178082191781
"1739"	Feb 25, 2017	Missed 9 games (lower body injury).	JORDAN	NOLAN	BUFFALO	SABRES	2017	2	25	9	TRUE	lower body injury	FALSE	3835	0	2	04	2017	2	25	2017	1814400	1486209600	1488024000	lower body	lower body	JORDAN NOLAN	1	1	1	1486209600	17.1068493150685
"1739.1"	Feb 25, 2017	Missed 9 games (lower body injury).	JORDAN	NOLAN	BUFFALO	SABRES	2017	2	25	9	TRUE	lower body injury	FALSE	3836	0	2	04	2017	2	25	2017	1814400	1486209600	1488024000	NA	NA	JORDAN NOLAN	1	1	2	1488024000	17.1643835616438
"2871"	Mar 20, 2017	Missed 10 games (leg injury).	JORDAN	NOLAN	BUFFALO	SABRES	2017	3	20	10	TRUE	leg injury	FALSE	3837	0	2	26	2017	3	20	2017	1900800	1488110400	1490011200	leg	leg	JORDAN NOLAN	1	NA	1	1488110400	17.1671232876712
"2871.1"	Mar 20, 2017	Missed 10 games (leg injury).	JORDAN	NOLAN	BUFFALO	SABRES	2017	3	20	10	TRUE	leg injury	FALSE	3838	0	2	26	2017	3	20	2017	1900800	1488110400	1490011200	NA	NA	JORDAN NOLAN	1	NA	2	1490011200	17.227397260274
"3124"	May 06, 2010	Missed 2 playoff games (right foot injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2010	5	06	2	TRUE	right foot injury	FALSE	3839	0	5	01	2010	5	06	2010	432000	1272715200	1273147200	foot	foot	JORDAN STAAL	0	134	1	1272715200	10.3369863013699
"3124.1"	May 06, 2010	Missed 2 playoff games (right foot injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2010	5	06	2	TRUE	right foot injury	FALSE	3840	0	5	01	2010	5	06	2010	432000	1272715200	1273147200	NA	NA	JORDAN STAAL	0	134	2	1273147200	10.3506849315068
"4107"	Oct 31, 2010	Missed 12 games (foot injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2010	10	31	12	TRUE	foot injury	FALSE	3841	0	9	17	2010	10	31	2010	3801600	1284724800	1288526400	foot	foot	JORDAN STAAL	1	1	1	1284724800	10.7178082191781
"4107.1"	Oct 31, 2010	Missed 12 games (foot injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2010	10	31	12	TRUE	foot injury	FALSE	3842	0	9	17	2010	10	31	2010	3801600	1284724800	1288526400	NA	NA	JORDAN STAAL	1	1	2	1288526400	10.8383561643836
"1818"	Jan 01, 2011	Missed 39 games (broken hand).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	1	01	39	TRUE	broken hand	FALSE	3843	0	11	01	2010	1	01	2011	5270400	1288612800	1293883200	arm/hand	arm/hand	JORDAN STAAL	1	301	1	1288612800	10.841095890411
"1818.1"	Jan 01, 2011	Missed 39 games (broken hand).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	1	01	39	TRUE	broken hand	FALSE	3844	0	11	01	2010	1	01	2011	5270400	1288612800	1293883200	NA	NA	JORDAN STAAL	1	301	2	1293883200	11.0082191780822
"3317"	Nov 05, 2011	Missed 2 games (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	11	05	2	TRUE	lower body injury	FALSE	3845	0	10	29	2011	11	05	2011	604800	1319889600	1320494400	lower body	lower body	JORDAN STAAL	1	35	1	1319889600	11.8328767123288
"3317.1"	Nov 05, 2011	Missed 2 games (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	11	05	2	TRUE	lower body injury	FALSE	3846	0	10	29	2011	11	05	2011	604800	1319889600	1320494400	NA	NA	JORDAN STAAL	1	35	2	1320494400	11.8520547945205
"890"	Dec 13, 2011	Missed 1 game (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	12	13	1	TRUE	lower body injury	FALSE	3847	0	12	10	2011	12	13	2011	259200	1323518400	1323777600	lower body	lower body	JORDAN STAAL	1	3	1	1323518400	11.9479452054795
"890.1"	Dec 13, 2011	Missed 1 game (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	12	13	1	TRUE	lower body injury	FALSE	3848	0	12	10	2011	12	13	2011	259200	1323518400	1323777600	NA	NA	JORDAN STAAL	1	3	2	1323777600	11.9561643835616
"1060"	Dec 20, 2011	Missed 2 games (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	12	20	2	TRUE	lower body injury	FALSE	3849	0	12	16	2011	12	20	2011	345600	1324036800	1324382400	lower body	lower body	JORDAN STAAL	1	18	1	1324036800	11.9643835616438
"1060.1"	Dec 20, 2011	Missed 2 games (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2011	12	20	2	TRUE	lower body injury	FALSE	3850	0	12	16	2011	12	20	2011	345600	1324036800	1324382400	NA	NA	JORDAN STAAL	1	18	2	1324382400	11.9753424657534
"1478"	Feb 11, 2012	Missed 15 games (sprained left mcl).	JORDAN	STAAL	CAROLINA	HURRICANES	2012	2	11	15	TRUE	sprained left mcl	FALSE	3851	0	1	07	2012	2	11	2012	3024000	1325937600	1328961600	leg	leg	JORDAN STAAL	1	964	1	1325937600	12.0246575342466
"1478.1"	Feb 11, 2012	Missed 15 games (sprained left mcl).	JORDAN	STAAL	CAROLINA	HURRICANES	2012	2	11	15	TRUE	sprained left mcl	FALSE	3852	0	1	07	2012	2	11	2012	3024000	1325937600	1328961600	NA	NA	JORDAN STAAL	1	964	2	1328961600	12.1205479452055
"1224"	Dec 29, 2014	Missed 35 games (right fibula).	JORDAN	STAAL	CAROLINA	HURRICANES	2014	12	29	35	TRUE	right fibula	FALSE	3853	0	10	02	2014	12	29	2014	7603200	1412251200	1419854400	leg	leg	JORDAN STAAL	1	2	1	1412251200	14.7616438356164
"1224.1"	Dec 29, 2014	Missed 35 games (right fibula).	JORDAN	STAAL	CAROLINA	HURRICANES	2014	12	29	35	TRUE	right fibula	FALSE	3854	0	10	02	2014	12	29	2014	7603200	1412251200	1419854400	NA	NA	JORDAN STAAL	1	2	2	1419854400	15.0027397260274
"1846"	Jan 02, 2015	Missed 1 game (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2015	1	02	1	TRUE	lower body injury	FALSE	3855	0	12	31	2014	1	02	2015	172800	1420027200	1420200000	lower body	lower body	JORDAN STAAL	1	696	1	1420027200	15.0082191780822
"1846.1"	Jan 02, 2015	Missed 1 game (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2015	1	02	1	TRUE	lower body injury	FALSE	3856	0	12	31	2014	1	02	2015	172800	1420027200	1420200000	NA	NA	JORDAN STAAL	1	696	2	1420200000	15.013698630137
"909"	Dec 13, 2016	Missed 7 games (concussion).	JORDAN	STAAL	CAROLINA	HURRICANES	2016	12	13	7	TRUE	concussion	FALSE	3857	0	11	28	2016	12	13	2016	1296000	1480334400	1481630400	concussion	concussion	JORDAN STAAL	1	NA	1	1480334400	16.9205479452055
"909.1"	Dec 13, 2016	Missed 7 games (concussion).	JORDAN	STAAL	CAROLINA	HURRICANES	2016	12	13	7	TRUE	concussion	FALSE	3858	0	11	28	2016	12	13	2016	1296000	1480334400	1481630400	NA	NA	JORDAN STAAL	1	NA	2	1481630400	16.9616438356164
"2679"	Mar 12, 2016	Missed 11 games (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2016	3	12	11	TRUE	upper body injury	FALSE	3859	0	2	16	2016	3	12	2016	2160000	1455624000	1457784000	upper body	upper body	JORDAN WEAL	0	342	1	1455624000	16.1369863013699
"2679.1"	Mar 12, 2016	Missed 11 games (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2016	3	12	11	TRUE	upper body injury	FALSE	3860	0	2	16	2016	3	12	2016	2160000	1455624000	1457784000	NA	NA	JORDAN WEAL	0	342	2	1457784000	16.2054794520548
"1735"	Feb 25, 2017	Missed 2 games (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	2	25	2	TRUE	upper body injury	FALSE	3861	0	2	17	2017	2	25	2017	691200	1487332800	1488024000	upper body	upper body	JORDAN WEAL	1	18	1	1487332800	17.1424657534247
"1735.1"	Feb 25, 2017	Missed 2 games (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	2	25	2	TRUE	upper body injury	FALSE	3862	0	2	17	2017	2	25	2017	691200	1487332800	1488024000	NA	NA	JORDAN WEAL	1	18	2	1488024000	17.1643835616438
"2775"	Mar 16, 2017	Missed 1 game (lower body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	3	16	1	TRUE	lower body injury	FALSE	3863	0	3	15	2017	3	16	2017	86400	1489579200	1489665600	lower body	lower body	JORDAN WEAL	1	19	1	1489579200	17.213698630137
"2775.1"	Mar 16, 2017	Missed 1 game (lower body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	3	16	1	TRUE	lower body injury	FALSE	3864	0	3	15	2017	3	16	2017	86400	1489579200	1489665600	NA	NA	JORDAN WEAL	1	19	2	1489665600	17.2164383561644
"176"	Apr 08, 2017	Missed 1 game (flu).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	4	08	1	TRUE	flu	FALSE	3865	0	4	04	2017	4	08	2017	345600	1491307200	1491652800	illness	illness	JORDAN WEAL	1	194	1	1491307200	17.2684931506849
"176.1"	Apr 08, 2017	Missed 1 game (flu).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	4	08	1	TRUE	flu	FALSE	3866	0	4	04	2017	4	08	2017	345600	1491307200	1491652800	NA	NA	JORDAN WEAL	1	194	2	1491652800	17.2794520547945
"4005"	Oct 24, 2017	Missed 2 games (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	10	24	2	TRUE	upper body injury	FALSE	3867	0	10	19	2017	10	24	2017	432000	1508414400	1508846400	upper body	upper body	JORDAN WEAL	1	25	1	1508414400	17.8109589041096
"4005.1"	Oct 24, 2017	Missed 2 games (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	10	24	2	TRUE	upper body injury	FALSE	3868	0	10	19	2017	10	24	2017	432000	1508414400	1508846400	NA	NA	JORDAN WEAL	1	25	2	1508846400	17.8246575342466
"3647"	Nov 21, 2017	Missed 1 game (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	11	21	1	TRUE	upper body injury	FALSE	3869	0	11	18	2017	11	21	2017	259200	1511006400	1511265600	upper body	upper body	JORDAN WEAL	1	NA	1	1511006400	17.8931506849315
"3647.1"	Nov 21, 2017	Missed 1 game (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	2017	11	21	1	TRUE	upper body injury	FALSE	3870	0	11	18	2017	11	21	2017	259200	1511006400	1511265600	NA	NA	JORDAN WEAL	1	NA	2	1511265600	17.9013698630137
"1081"	Dec 21, 2014	Missed 1 game (flu).	JORDIE	BENN	MONTREAL	CANADIENS	2014	12	21	1	TRUE	flu	FALSE	3871	0	12	19	2014	12	21	2014	172800	1418990400	1419163200	illness	illness	JORDIE BENN	0	97	1	1418990400	14.9753424657534
"1081.1"	Dec 21, 2014	Missed 1 game (flu).	JORDIE	BENN	MONTREAL	CANADIENS	2014	12	21	1	TRUE	flu	FALSE	3872	0	12	19	2014	12	21	2014	172800	1418990400	1419163200	NA	NA	JORDIE BENN	0	97	2	1419163200	14.9808219178082
"60"	Apr 04, 2015	Missed 3 games (back injury).	JORDIE	BENN	MONTREAL	CANADIENS	2015	4	04	3	TRUE	back injury	FALSE	3873	0	3	28	2015	4	04	2015	604800	1427544000	1428148800	mid body	mid body	JORDIE BENN	1	231	1	1427544000	15.2465753424658
"60.1"	Apr 04, 2015	Missed 3 games (back injury).	JORDIE	BENN	MONTREAL	CANADIENS	2015	4	04	3	TRUE	back injury	FALSE	3874	0	3	28	2015	4	04	2015	604800	1427544000	1428148800	NA	NA	JORDIE BENN	1	231	2	1428148800	15.2657534246575
"3690"	Nov 24, 2015	Missed 1 game (illness).	JORDIE	BENN	MONTREAL	CANADIENS	2015	11	24	1	TRUE	illness	FALSE	3875	0	11	21	2015	11	24	2015	259200	1448107200	1448366400	illness	illness	JORDIE BENN	1	44	1	1448107200	15.8986301369863
"3690.1"	Nov 24, 2015	Missed 1 game (illness).	JORDIE	BENN	MONTREAL	CANADIENS	2015	11	24	1	TRUE	illness	FALSE	3876	0	11	21	2015	11	24	2015	259200	1448107200	1448366400	NA	NA	JORDIE BENN	1	44	2	1448366400	15.9068493150685
"2108"	Jan 15, 2016	Missed 2 games (lower body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2016	1	15	2	TRUE	lower body injury	FALSE	3877	0	1	07	2016	1	15	2016	691200	1452168000	1452859200	lower body	lower body	JORDIE BENN	1	3	1	1452168000	16.027397260274
"2108.1"	Jan 15, 2016	Missed 2 games (lower body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2016	1	15	2	TRUE	lower body injury	FALSE	3878	0	1	07	2016	1	15	2016	691200	1452168000	1452859200	NA	NA	JORDIE BENN	1	3	2	1452859200	16.0493150684932
"1323"	Feb 02, 2016	Missed 4 games (lower body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2016	2	02	4	TRUE	lower body injury	FALSE	3879	0	1	18	2016	2	02	2016	1296000	1453118400	1454414400	lower body	lower body	JORDIE BENN	1	30	1	1453118400	16.0575342465753
"1323.1"	Feb 02, 2016	Missed 4 games (lower body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2016	2	02	4	TRUE	lower body injury	FALSE	3880	0	1	18	2016	2	02	2016	1296000	1453118400	1454414400	NA	NA	JORDIE BENN	1	30	2	1454414400	16.0986301369863
"2919"	Mar 22, 2016	Missed 8 games (lower body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2016	3	22	8	TRUE	lower body injury	FALSE	3881	0	3	03	2016	3	22	2016	1641600	1457006400	1458648000	lower body	lower body	JORDIE BENN	1	373	1	1457006400	16.1808219178082
"2919.1"	Mar 22, 2016	Missed 8 games (lower body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2016	3	22	8	TRUE	lower body injury	FALSE	3882	0	3	03	2016	3	22	2016	1641600	1457006400	1458648000	NA	NA	JORDIE BENN	1	373	2	1458648000	16.2328767123288
"384"	Apr 11, 2017	Missed the last 6 regular season games (upper body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2017	4	11	6	TRUE	upper body injury	TRUE	3883	0	3	30	2017	4	11	2017	1036800	1490875200	1491912000	upper body	upper body	JORDIE BENN	1	NA	1	1490875200	17.2547945205479
"384.1"	Apr 11, 2017	Missed the last 6 regular season games (upper body injury).	JORDIE	BENN	MONTREAL	CANADIENS	2017	4	11	6	TRUE	upper body injury	TRUE	3884	0	3	30	2017	4	11	2017	1036800	1490875200	1491912000	NA	NA	JORDIE BENN	1	NA	2	1491912000	17.2876712328767
