"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"
"8476"	Jan 19, 2016	Missed 8 games (upper body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	8	TRUE	upper body injury	FALSE	2409	0	1	02	2016	1	19	2016	17	1451736000	1453204800	upper body	upper body	MICHAEL CAMMALLERI	1	13
"817"	Apr 09, 2016	Missed the last 32 regular season games (upper body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	32	TRUE	upper body injury	TRUE	2410	0	2	01	2016	4	09	2016	68	1454328000	1460203200	upper body	upper body	MICHAEL CAMMALLERI	1	328
"13587"	Mar 31, 2017	Missed 13 games (upper body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	13	TRUE	upper body injury	FALSE	2411	0	3	03	2017	3	31	2017	28	1488542400	1490961600	upper body	upper body	MICHAEL CAMMALLERI	1	NA
"18130"	Oct 24, 2017	Missed 4 games (concussion).	LEON	DRAISAITL	EDMONTON	OILERS	4	TRUE	concussion	FALSE	2412	0	10	14	2017	10	24	2017	10	1507982400	1508846400	concussion	concussion	LEON DRAISAITL	0	NA
"1032"	Apr 11, 2012	Missed the last 2 regular season games (upper body injury).	ZACK	KASSIAN	EDMONTON	OILERS	2	TRUE	upper body injury	TRUE	2413	0	4	05	2012	4	11	2012	6	1333627200	1334145600	upper body	upper body	ZACK KASSIAN	0	339
"12638"	Mar 19, 2013	Missed 2 games (back injury).	ZACK	KASSIAN	EDMONTON	OILERS	2	TRUE	back injury	FALSE	2414	0	3	16	2013	3	19	2013	3	1363435200	1363694400	back	mid body	ZACK KASSIAN	1	2
"13458"	Mar 30, 2013	Missed 5 games (back injury).	ZACK	KASSIAN	EDMONTON	OILERS	5	TRUE	back injury	FALSE	2415	0	3	21	2013	3	30	2013	9	1363867200	1364644800	back	mid body	ZACK KASSIAN	1	586
"15464"	Nov 19, 2014	Missed 5 games (lower body injury).	ZACK	KASSIAN	EDMONTON	OILERS	5	TRUE	lower body injury	FALSE	2416	0	11	06	2014	11	19	2014	13	1415275200	1416398400	lower body	lower body	ZACK KASSIAN	1	8
"6918"	Jan 01, 2015	Missed 13 games (finger injury).	ZACK	KASSIAN	EDMONTON	OILERS	13	TRUE	finger injury	FALSE	2417	0	11	27	2014	1	01	2015	35	1417089600	1420113600	finger	arm/hand	ZACK KASSIAN	1	35
"4973"	Feb 07, 2015	Missed 1 game (undisclosed).	ZACK	KASSIAN	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2418	0	2	05	2015	2	07	2015	2	1423137600	1423310400	undisclosed	undisclosed	ZACK KASSIAN	1	24
"11670"	Mar 05, 2015	Missed 1 game (flu).	ZACK	KASSIAN	EDMONTON	OILERS	1	TRUE	flu	FALSE	2419	0	3	03	2015	3	05	2015	2	1425384000	1425556800	cold/virus	illness	ZACK KASSIAN	1	12
"1840"	Apr 25, 2015	Missed the last 14 regular season and all 6 playoff games (back injury).	ZACK	KASSIAN	EDMONTON	OILERS	20	TRUE	back injury	TRUE	2420	0	3	17	2015	4	25	2015	39	1426593600	1429963200	back	mid body	ZACK KASSIAN	1	297
"5936"	Feb 20, 2016	Missed 2 games (illness).	ZACK	KASSIAN	EDMONTON	OILERS	2	TRUE	illness	FALSE	2421	0	2	16	2016	2	20	2016	4	1455624000	1455969600	cold/virus	illness	ZACK KASSIAN	1	260
"14965"	Nov 12, 2016	Missed 3 games (lower body injury).	ZACK	KASSIAN	EDMONTON	OILERS	3	TRUE	lower body injury	FALSE	2422	0	11	06	2016	11	12	2016	6	1478433600	1478952000	lower body	lower body	ZACK KASSIAN	1	472
"11288"	Mar 01, 2018	Missed 1 game (leg injury).	ZACK	KASSIAN	EDMONTON	OILERS	1	TRUE	leg injury	FALSE	2423	0	2	27	2018	3	01	2018	2	1519732800	1519905600	leg	leg	ZACK KASSIAN	1	NA
"8216"	Jan 16, 2017	Missed 1 game (illness).	JUJHAR	KHAIRA	EDMONTON	OILERS	1	TRUE	illness	FALSE	2424	0	1	14	2017	1	16	2017	2	1484395200	1484568000	cold/virus	illness	JUJHAR KHAIRA	0	4
"5816"	Feb 18, 2017	Missed 11 games (wrist injury).	JUJHAR	KHAIRA	EDMONTON	OILERS	11	TRUE	wrist injury	FALSE	2425	0	1	20	2017	2	18	2017	29	1484913600	1487419200	wrist	arm/hand	JUJHAR KHAIRA	1	271
"15422"	Nov 18, 2017	Missed 1 game (upper body injury).	JUJHAR	KHAIRA	EDMONTON	OILERS	1	TRUE	upper body injury	FALSE	2426	0	11	16	2017	11	18	2017	2	1510833600	1511006400	upper body	upper body	JUJHAR KHAIRA	1	7
"16337"	Nov 30, 2017	Missed 2 games (lower body injury).	JUJHAR	KHAIRA	EDMONTON	OILERS	2	TRUE	lower body injury	FALSE	2427	0	11	25	2017	11	30	2017	5	1511611200	1512043200	lower body	lower body	JUJHAR KHAIRA	1	NA
"3495"	Dec 18, 2014	Missed 2 games (foot injury).	OSCAR	KLEFBOM	EDMONTON	OILERS	2	TRUE	foot injury	FALSE	2428	0	12	14	2014	12	18	2014	4	1418558400	1418904000	foot	foot	OSCAR KLEFBOM	0	359
"827"	Apr 09, 2016	Missed the last 52 regular season games (leg injury).	OSCAR	KLEFBOM	EDMONTON	OILERS	52	TRUE	leg injury	TRUE	2429	0	12	12	2015	4	09	2016	119	1449921600	1460203200	leg	leg	OSCAR KLEFBOM	1	393
"13804"	May 09, 2017	Missed 1 game (undisclosed).	OSCAR	KLEFBOM	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2430	0	5	07	2017	5	09	2017	2	1494158400	1494331200	undisclosed	undisclosed	OSCAR KLEFBOM	1	199
"16026"	Nov 26, 2017	Missed 1 game (flu).	OSCAR	KLEFBOM	EDMONTON	OILERS	1	TRUE	flu	FALSE	2431	0	11	24	2017	11	26	2017	2	1511524800	1511697600	cold/virus	illness	OSCAR KLEFBOM	1	23
"4293"	Dec 29, 2017	Missed 3 games (shoulder injury).	OSCAR	KLEFBOM	EDMONTON	OILERS	3	TRUE	shoulder injury	FALSE	2432	0	12	19	2017	12	29	2017	10	1513684800	1514548800	shoulder	upper body	OSCAR KLEFBOM	1	NA
"6458"	Feb 26, 2012	Missed 10 games (back injury).	ADAM	LARSSON	EDMONTON	OILERS	10	TRUE	back injury	FALSE	2433	0	2	04	2012	2	26	2012	22	1328356800	1330257600	back	mid body	ADAM LARSSON	0	638
"7563"	Jan 09, 2014	Missed 21 games (lower body injury).	ADAM	LARSSON	EDMONTON	OILERS	21	TRUE	lower body injury	FALSE	2434	0	11	25	2013	1	09	2014	45	1385380800	1389268800	lower body	lower body	ADAM LARSSON	1	329
"3594"	Dec 19, 2014	Missed 8 games (illness).	ADAM	LARSSON	EDMONTON	OILERS	8	TRUE	illness	FALSE	2435	0	12	04	2014	12	19	2014	15	1417694400	1418990400	cold/virus	illness	ADAM LARSSON	1	796
"6517"	Feb 26, 2017	Missed 2 games (lower body injury).	ADAM	LARSSON	EDMONTON	OILERS	2	TRUE	lower body injury	FALSE	2436	0	2	22	2017	2	26	2017	4	1487764800	1488110400	lower body	lower body	ADAM LARSSON	1	277
"3527"	Dec 18, 2017	Missed 8 games (upper body injury).	ADAM	LARSSON	EDMONTON	OILERS	8	TRUE	upper body injury	FALSE	2437	0	11	30	2017	12	18	2017	18	1512043200	1513598400	upper body	upper body	ADAM LARSSON	1	NA
"2358"	Dec 03, 2007	Missed 3 games (head injury).	MILAN	LUCIC	EDMONTON	OILERS	3	TRUE	head injury	FALSE	2438	0	11	24	2007	12	03	2007	9	1195905600	1196683200	head	head/neck/face	MILAN LUCIC	0	402
"9080"	Jan 27, 2009	Missed 7 games (undisclosed).	MILAN	LUCIC	EDMONTON	OILERS	7	TRUE	undisclosed	FALSE	2439	0	1	08	2009	1	27	2009	19	1231416000	1233057600	undisclosed	undisclosed	MILAN LUCIC	1	9
"4942"	Feb 07, 2009	Missed 1 game (foot injury).	MILAN	LUCIC	EDMONTON	OILERS	1	TRUE	foot injury	FALSE	2440	0	2	05	2009	2	07	2009	2	1233835200	1234008000	foot	foot	MILAN LUCIC	1	21
"11610"	Mar 05, 2009	Missed 2 games (upper body injury).	MILAN	LUCIC	EDMONTON	OILERS	2	TRUE	upper body injury	FALSE	2441	0	2	28	2009	3	05	2009	5	1235822400	1236254400	upper body	upper body	MILAN LUCIC	1	226
"15441"	Nov 19, 2009	Missed 14 games (broken finger).	MILAN	LUCIC	EDMONTON	OILERS	14	TRUE	broken finger	FALSE	2442	0	10	17	2009	11	19	2009	33	1255780800	1258632000	finger	arm/hand	MILAN LUCIC	1	8
"7364"	Jan 07, 2010	Missed 18 games (ankle injury).	MILAN	LUCIC	EDMONTON	OILERS	18	TRUE	ankle injury	FALSE	2443	0	11	27	2009	1	07	2010	41	1259323200	1262865600	ankle	foot	MILAN LUCIC	1	369
"8263"	Jan 17, 2011	Missed 3 games (undisclosed).	MILAN	LUCIC	EDMONTON	OILERS	3	TRUE	undisclosed	FALSE	2444	0	1	11	2011	1	17	2011	6	1294747200	1295265600	undisclosed	undisclosed	MILAN LUCIC	1	1086
"7561"	Jan 09, 2014	Missed 1 game (illness).	MILAN	LUCIC	EDMONTON	OILERS	1	TRUE	illness	FALSE	2445	0	1	07	2014	1	09	2014	2	1389096000	1389268800	cold/virus	illness	MILAN LUCIC	1	354
"4427"	Dec 31, 2014	Missed 1 game (undisclosed).	MILAN	LUCIC	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2446	0	12	29	2014	12	31	2014	2	1419854400	1420027200	undisclosed	undisclosed	MILAN LUCIC	1	NA
"4592"	Feb 02, 2016	Missed 37 games (left clavicle injury).	CONNOR	MCDAVID	EDMONTON	OILERS	37	TRUE	left clavicle injury	FALSE	2447	0	11	03	2015	2	02	2016	91	1446552000	1454414400	collarbone	mid body	CONNOR MCDAVID	0	NA
"15888"	Nov 25, 2011	Missed 3 games (hamstring).	AL	MONTOYA	EDMONTON	OILERS	3	TRUE	hamstring	FALSE	2448	0	11	19	2011	11	25	2011	6	1321704000	1322222400	hamstring	leg	AL MONTOYA	0	27
"8268"	Jan 17, 2012	Missed 12 games (concussion).	AL	MONTOYA	EDMONTON	OILERS	12	TRUE	concussion	FALSE	2449	0	12	22	2011	1	17	2012	26	1324555200	1326801600	concussion	concussion	AL MONTOYA	1	44
"12218"	Mar 13, 2012	Missed 6 games (upper body injury).	AL	MONTOYA	EDMONTON	OILERS	6	TRUE	upper body injury	FALSE	2450	0	3	01	2012	3	13	2012	12	1330603200	1331640000	upper body	upper body	AL MONTOYA	1	337
"6661"	Feb 27, 2013	Missed 7 games (lower body injury).	AL	MONTOYA	EDMONTON	OILERS	7	TRUE	lower body injury	FALSE	2451	0	2	13	2013	2	27	2013	14	1360756800	1361966400	lower body	lower body	AL MONTOYA	1	15
"12798"	Mar 21, 2013	Missed 4 games (lower body injury).	AL	MONTOYA	EDMONTON	OILERS	4	TRUE	lower body injury	FALSE	2452	0	3	14	2013	3	21	2013	7	1363262400	1363867200	lower body	lower body	AL MONTOYA	1	375
"1053"	Apr 11, 2014	Missed 7 games (lower body injury).	AL	MONTOYA	EDMONTON	OILERS	7	TRUE	lower body injury	FALSE	2453	0	3	31	2014	4	11	2014	11	1396267200	1397217600	lower body	lower body	AL MONTOYA	1	327
"780"	Apr 09, 2015	Missed 16 games (upper body injury).	AL	MONTOYA	EDMONTON	OILERS	16	TRUE	upper body injury	FALSE	2454	0	3	04	2015	4	09	2015	36	1425470400	1428580800	upper body	upper body	AL MONTOYA	1	327
"11584"	Mar 04, 2016	Missed 2 games (head injury).	AL	MONTOYA	EDMONTON	OILERS	2	TRUE	head injury	FALSE	2455	0	3	01	2016	3	04	2016	3	1456833600	1457092800	head	head/neck/face	AL MONTOYA	1	389
"712"	Apr 08, 2017	Missed 6 games (lower body injury).	AL	MONTOYA	EDMONTON	OILERS	6	TRUE	lower body injury	FALSE	2456	0	3	28	2017	4	08	2017	11	1490702400	1491652800	lower body	lower body	AL MONTOYA	1	216
"7350"	Jan 06, 2018	Missed 25 games (concussion).	AL	MONTOYA	EDMONTON	OILERS	25	TRUE	concussion	FALSE	2457	0	11	10	2017	1	06	2018	57	1510315200	1515240000	concussion	concussion	AL MONTOYA	1	42
"6036"	Feb 21, 2018	Missed 3 games (upper body injury).	AL	MONTOYA	EDMONTON	OILERS	3	TRUE	upper body injury	FALSE	2458	0	2	17	2018	2	21	2018	4	1518868800	1519214400	upper body	upper body	AL MONTOYA	1	NA
"6290"	Feb 24, 2017	Missed 36 games (lower body injury).	DARNELL	NURSE	EDMONTON	OILERS	36	TRUE	lower body injury	FALSE	2459	0	12	03	2016	2	24	2017	83	1480766400	1487937600	lower body	lower body	DARNELL NURSE	0	NA
"1082"	Apr 11, 2015	Missed the last 19 regular season games (sprained right knee).	IIRO	PAKARINEN	EDMONTON	OILERS	19	TRUE	sprained right knee	TRUE	2460	0	3	03	2015	4	11	2015	39	1425384000	1428753600	knee	leg	IIRO PAKARINEN	0	264
"7501"	Jan 08, 2016	Missed 3 games (concussion).	IIRO	PAKARINEN	EDMONTON	OILERS	3	TRUE	concussion	FALSE	2461	0	12	31	2015	1	08	2016	8	1451563200	1452254400	concussion	concussion	IIRO PAKARINEN	1	277
"5535"	Feb 14, 2017	Missed 56 games (leg injury).	IIRO	PAKARINEN	EDMONTON	OILERS	56	TRUE	leg injury	FALSE	2462	0	10	11	2016	2	14	2017	126	1476187200	1487073600	leg	leg	IIRO PAKARINEN	1	NA
"14677"	Nov 08, 2016	Missed 1 game (lower body injury).	JESSE	PULJUJARVI	EDMONTON	OILERS	1	TRUE	lower body injury	FALSE	2463	0	11	06	2016	11	08	2016	2	1478433600	1478606400	lower body	lower body	JESSE PULJUJARVI	0	33
"3111"	Dec 13, 2016	Missed 1 game (undisclosed).	JESSE	PULJUJARVI	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2464	0	12	11	2016	12	13	2016	2	1481457600	1481630400	undisclosed	undisclosed	JESSE PULJUJARVI	1	NA
"13431"	Mar 30, 2008	Missed 5 games (groin).	KRIS	RUSSELL	EDMONTON	OILERS	5	TRUE	groin	FALSE	2465	0	3	19	2008	3	30	2008	11	1205928000	1206878400	groin	lower body	KRIS RUSSELL	0	587
"14993"	Nov 13, 2009	Missed 2 games (illness).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	illness	FALSE	2466	0	11	07	2009	11	13	2009	6	1257595200	1258113600	cold/virus	illness	KRIS RUSSELL	1	58
"7988"	Jan 14, 2010	Missed 2 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	lower body injury	FALSE	2467	0	1	10	2010	1	14	2010	4	1263124800	1263470400	lower body	lower body	KRIS RUSSELL	1	78
"548"	Apr 07, 2010	Missed 2 games (left arm injury).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	left arm injury	FALSE	2468	0	4	02	2010	4	07	2010	5	1270209600	1270641600	arm	arm/hand	KRIS RUSSELL	1	169
"17117"	Oct 09, 2010	Missed 1 game (knee injury).	KRIS	RUSSELL	EDMONTON	OILERS	1	TRUE	knee injury	FALSE	2469	0	9	23	2010	10	09	2010	16	1285243200	1286625600	knee	leg	KRIS RUSSELL	1	11
"18339"	Oct 28, 2010	Missed 4 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	4	TRUE	lower body injury	FALSE	2470	0	10	20	2010	10	28	2010	8	1287576000	1288267200	lower body	lower body	KRIS RUSSELL	1	162
"925"	Apr 10, 2011	Missed the last 2 regular season games (fractured left tibia).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	fractured left tibia	TRUE	2471	0	4	08	2011	4	10	2011	2	1302264000	1302436800	tibia/fibula	leg	KRIS RUSSELL	1	214
"14926"	Nov 12, 2011	Missed 1 game (undisclosed).	KRIS	RUSSELL	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2472	0	11	10	2011	11	12	2011	2	1320926400	1321099200	undisclosed	undisclosed	KRIS RUSSELL	1	48
"8456"	Jan 19, 2012	Missed 9 games (groin).	KRIS	RUSSELL	EDMONTON	OILERS	9	TRUE	groin	FALSE	2473	0	12	30	2011	1	19	2012	20	1325246400	1326974400	groin	lower body	KRIS RUSSELL	1	23
"5351"	Feb 12, 2012	Missed 1 game (flu).	KRIS	RUSSELL	EDMONTON	OILERS	1	TRUE	flu	FALSE	2474	0	2	11	2012	2	12	2012	1	1328961600	1329048000	cold/virus	illness	KRIS RUSSELL	1	13
"13078"	Mar 25, 2012	Missed 14 games (concussion).	KRIS	RUSSELL	EDMONTON	OILERS	14	TRUE	concussion	FALSE	2475	0	2	25	2012	3	25	2012	29	1330171200	1332676800	concussion	concussion	KRIS RUSSELL	1	638
"8547"	Jan 20, 2014	Missed 13 games (sprained mcl).	KRIS	RUSSELL	EDMONTON	OILERS	13	TRUE	sprained mcl	FALSE	2476	0	12	23	2013	1	20	2014	28	1387800000	1390219200	knee	leg	KRIS RUSSELL	1	12
"4734"	Feb 04, 2014	Missed 1 game (upper body injury).	KRIS	RUSSELL	EDMONTON	OILERS	1	TRUE	upper body injury	FALSE	2477	0	2	01	2014	2	04	2014	3	1391256000	1391515200	upper body	upper body	KRIS RUSSELL	1	287
"15697"	Nov 22, 2014	Missed 2 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	lower body injury	FALSE	2478	0	11	18	2014	11	22	2014	4	1416312000	1416657600	lower body	lower body	KRIS RUSSELL	1	377
"3039"	Dec 12, 2015	Missed 3 games (upper body injury).	KRIS	RUSSELL	EDMONTON	OILERS	3	TRUE	upper body injury	FALSE	2479	0	12	04	2015	12	12	2015	8	1449230400	1449921600	upper body	upper body	KRIS RUSSELL	1	65
"11256"	Mar 01, 2016	Missed 8 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	8	TRUE	lower body injury	FALSE	2480	0	2	15	2016	3	01	2016	15	1455537600	1456833600	lower body	lower body	KRIS RUSSELL	1	21
"607"	Apr 07, 2016	Missed 7 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	7	TRUE	lower body injury	FALSE	2481	0	3	22	2016	4	07	2016	16	1458648000	1460030400	lower body	lower body	KRIS RUSSELL	1	11
"1642"	Apr 20, 2016	Missed the last playoff game (illness).	KRIS	RUSSELL	EDMONTON	OILERS	0	TRUE	illness	TRUE	2482	0	4	18	2016	4	20	2016	2	1460980800	1461153600	cold/virus	illness	KRIS RUSSELL	1	199
"15499"	Nov 19, 2016	Missed 7 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	7	TRUE	lower body injury	FALSE	2483	0	11	05	2016	11	19	2016	14	1478347200	1479556800	lower body	lower body	KRIS RUSSELL	1	78
"6019"	Feb 21, 2017	Missed 5 games (undisclosed).	KRIS	RUSSELL	EDMONTON	OILERS	5	TRUE	undisclosed	FALSE	2484	0	2	05	2017	2	21	2017	16	1486296000	1487678400	undisclosed	undisclosed	KRIS RUSSELL	1	11
"12038"	Mar 10, 2017	Missed 2 games (upper body injury).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	upper body injury	FALSE	2485	0	3	04	2017	3	10	2017	6	1488628800	1489147200	upper body	upper body	KRIS RUSSELL	1	352
"11290"	Mar 01, 2018	Missed 2 games (hand injury).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	hand injury	FALSE	2486	0	2	25	2018	3	01	2018	4	1519560000	1519905600	hand	arm/hand	KRIS RUSSELL	1	NA
"5409"	Feb 13, 2009	Missed 12 games (lower body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	12	TRUE	lower body injury	FALSE	2487	0	1	15	2009	2	13	2009	29	1232020800	1234526400	lower body	lower body	ANDREJ SEKERA	0	241
"18551"	Oct 31, 2009	Missed 7 games (rib injury).	ANDREJ	SEKERA	EDMONTON	OILERS	7	TRUE	rib injury	FALSE	2488	0	10	12	2009	10	31	2009	19	1255348800	1256990400	rib	mid body	ANDREJ SEKERA	1	360
"18423"	Oct 29, 2010	Missed 1 game (upper body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	1	TRUE	upper body injury	FALSE	2489	0	10	26	2010	10	29	2010	3	1288094400	1288353600	upper body	upper body	ANDREJ SEKERA	1	162
"1425"	Apr 16, 2011	Missed the last game of the regular season and 1 playoff game (upper body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	2	TRUE	upper body injury	TRUE	2490	0	4	09	2011	4	16	2011	7	1302350400	1302955200	upper body	upper body	ANDREJ SEKERA	1	2
"1704"	Apr 22, 2011	Missed the last 2 playoff games (upper body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	2	TRUE	upper body injury	TRUE	2491	0	4	18	2011	4	22	2011	4	1303128000	1303473600	upper body	upper body	ANDREJ SEKERA	1	252
"8173"	Jan 16, 2012	Missed 8 games (upper body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	8	TRUE	upper body injury	FALSE	2492	0	12	30	2011	1	16	2012	17	1325246400	1326715200	upper body	upper body	ANDREJ SEKERA	1	51
"12506"	Mar 17, 2012	Missed 5 games (pneumonia).	ANDREJ	SEKERA	EDMONTON	OILERS	5	TRUE	pneumonia	FALSE	2493	0	3	07	2012	3	17	2012	10	1331121600	1331985600	cold/virus	illness	ANDREJ SEKERA	1	323
"5108"	Feb 09, 2013	Missed 3 games (foot injury).	ANDREJ	SEKERA	EDMONTON	OILERS	3	TRUE	foot injury	FALSE	2494	0	2	03	2013	2	09	2013	6	1359892800	1360411200	foot	foot	ANDREJ SEKERA	1	8
"6154"	Feb 23, 2013	Missed 3 games (charley horse).	ANDREJ	SEKERA	EDMONTON	OILERS	3	TRUE	charley horse	FALSE	2495	0	2	17	2013	2	23	2013	6	1361102400	1361620800	calf	leg	ANDREJ SEKERA	1	22
"13294"	Mar 28, 2013	Missed 5 games (upper body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	5	TRUE	upper body injury	FALSE	2496	0	3	17	2013	3	28	2013	11	1363521600	1364472000	upper body	upper body	ANDREJ SEKERA	1	246
"2381"	Dec 03, 2013	Missed 2 games (upper body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	2	TRUE	upper body injury	FALSE	2497	0	11	29	2013	12	03	2013	4	1385726400	1386072000	upper body	upper body	ANDREJ SEKERA	1	121
"1269"	Apr 13, 2014	Missed the last 6 regular season games (lower body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	6	TRUE	lower body injury	TRUE	2498	0	4	03	2014	4	13	2014	10	1396526400	1397390400	lower body	lower body	ANDREJ SEKERA	1	186
"17868"	Oct 21, 2014	Missed 1 game (upper body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	1	TRUE	upper body injury	FALSE	2499	0	10	16	2014	10	21	2014	5	1413460800	1413892800	upper body	upper body	ANDREJ SEKERA	1	44
"2638"	Dec 07, 2014	Missed 1 game (undisclosed).	ANDREJ	SEKERA	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2500	0	12	04	2014	12	07	2014	3	1417694400	1417953600	undisclosed	undisclosed	ANDREJ SEKERA	1	116
"1092"	Apr 11, 2015	Missed the last 6 regular season games (lower body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	6	TRUE	lower body injury	TRUE	2501	0	4	02	2015	4	11	2015	9	1427976000	1428753600	lower body	lower body	ANDREJ SEKERA	1	223
"15767"	Nov 23, 2015	Missed 1 game (flu).	ANDREJ	SEKERA	EDMONTON	OILERS	1	TRUE	flu	FALSE	2502	0	11	20	2015	11	23	2015	3	1448020800	1448280000	cold/virus	illness	ANDREJ SEKERA	1	402
"7098"	Jan 03, 2017	Missed 2 games (illness).	ANDREJ	SEKERA	EDMONTON	OILERS	2	TRUE	illness	FALSE	2503	0	12	29	2016	1	03	2017	5	1483012800	1483444800	cold/virus	illness	ANDREJ SEKERA	1	124
"13822"	May 10, 2017	Missed the last 2 playoff games (lower body injury).	ANDREJ	SEKERA	EDMONTON	OILERS	2	TRUE	lower body injury	TRUE	2504	0	5	07	2017	5	10	2017	3	1494158400	1494417600	lower body	lower body	ANDREJ SEKERA	1	146
"3764"	Dec 21, 2017	Missed 34 games (knee injury).	ANDREJ	SEKERA	EDMONTON	OILERS	34	TRUE	knee injury	FALSE	2505	0	10	03	2017	12	21	2017	79	1507032000	1513857600	knee	leg	ANDREJ SEKERA	1	51
"6309"	Feb 24, 2018	Missed 7 games (facial injury).	ANDREJ	SEKERA	EDMONTON	OILERS	7	TRUE	facial injury	FALSE	2506	0	2	10	2018	2	24	2018	14	1518264000	1519473600	face	head/neck/face	ANDREJ SEKERA	1	NA
"14752"	Nov 09, 2017	Missed 2 games (lower body injury).	ANTON	SLEPYSHEV	EDMONTON	OILERS	2	TRUE	lower body injury	FALSE	2507	0	11	05	2017	11	09	2017	4	1509883200	1510228800	lower body	lower body	ANTON SLEPYSHEV	0	1
"16027"	Nov 26, 2017	Missed 8 games (groin).	ANTON	SLEPYSHEV	EDMONTON	OILERS	8	TRUE	groin	FALSE	2508	0	11	10	2017	11	26	2017	16	1510315200	1511697600	groin	lower body	ANTON SLEPYSHEV	1	NA
"18590"	Oct 31, 2015	Missed 1 game (illness).	RYAN	STROME	EDMONTON	OILERS	1	TRUE	illness	FALSE	2509	0	10	29	2015	10	31	2015	2	1446120000	1446292800	cold/virus	illness	RYAN STROME	0	43
"3263"	Dec 15, 2015	Missed 1 game (upper body injury).	RYAN	STROME	EDMONTON	OILERS	1	TRUE	upper body injury	FALSE	2510	0	12	13	2015	12	15	2015	2	1450008000	1450180800	upper body	upper body	RYAN STROME	1	359
"2891"	Dec 10, 2016	Missed 1 game (illness).	RYAN	STROME	EDMONTON	OILERS	1	TRUE	illness	FALSE	2511	0	12	08	2016	12	10	2016	2	1481198400	1481371200	cold/virus	illness	RYAN STROME	1	103
"874"	Apr 09, 2017	Missed the last 10 regular season games (broken wrist).	RYAN	STROME	EDMONTON	OILERS	10	TRUE	broken wrist	TRUE	2512	0	3	23	2017	4	09	2017	17	1490270400	1491739200	wrist	arm/hand	RYAN STROME	1	NA
"10527"	Jun 13, 2014	Missed all 5 playoff games (undisclosed).	CAM	TALBOT	EDMONTON	OILERS	5	TRUE	undisclosed	FALSE	2513	0	6	04	2014	6	13	2014	9	1401883200	1402660800	undisclosed	undisclosed	CAM TALBOT	0	1266
"3292"	Dec 15, 2017	Missed 7 games (upper body injury).	CAM	TALBOT	EDMONTON	OILERS	7	TRUE	upper body injury	FALSE	2514	0	11	30	2017	12	15	2017	15	1512043200	1513339200	upper body	upper body	CAM TALBOT	1	47
"4616"	Feb 02, 2018	Missed 1 game (illness).	CAM	TALBOT	EDMONTON	OILERS	1	TRUE	illness	FALSE	2515	0	1	31	2018	2	02	2018	2	1517400000	1517572800	cold/virus	illness	CAM TALBOT	1	NA
"4502"	Feb 01, 2014	Missed 4 games (knee injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	4	TRUE	knee injury	FALSE	2516	0	1	24	2014	2	01	2014	8	1390564800	1391256000	knee	leg	ALEKSANDER BARKOV	0	23
"1172"	Apr 12, 2014	Missed the last 24 regular season games (knee injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	24	TRUE	knee injury	TRUE	2517	0	2	24	2014	4	12	2014	47	1393243200	1397304000	knee	leg	ALEKSANDER BARKOV	1	203
